"Name","Type","Unlock Prerequisite","Research Scrolls","Antique Tokens","Tier","Value","Crafting Time (seconds)","Crafting Time (formatted)","Value / Crafting Time","Merchant XP","Merchant XP / Crafting Time","Worker XP","Fusion XP","Favor","Airship Power","","Required Worker ","Worker Level","Required Worker","Worker Level","Required Worker","Worker Level","","","","","","","","","","","","","","","Component","Component Quality","Amount Needed","Component","Component Quality","Amount Needed","","ATK","DEF","HP","EVA","CRIT","Mana Shield","","Elemental Affinity","Spirit Affinity","Built-In Element","Built-In Spirit","","Crafting Upgrade 1","Crafts Needed","Crafting Upgrade 2","Crafts Needed","Crafting Upgrade 3","Crafts Needed","Crafting Upgrade 4","Crafts Needed","Crafting Upgrade 5","Crafts Needed","","Starforged Milestone 1","Crafts Needed","Starforged Milestone 2","Crafts Needed","Starforged Milestone 3","Crafts Needed","Starforged Milestone 4","Crafts Needed","Starforged Milestone 5","Crafts Needed","","Ascension Upgrade 1","Shards Needed","Ascension Upgrade 2","Shards Needed","Ascension Upgrade 3","Shards Needed","Transcendence Upgrade 1","Seals Needed","Transcendence Upgrade 2","Seals Needed","Transcendence Upgrade 3","Seals Needed","","Discount Energy","Surcharge Energy","Suggest Energy","Speed Up Energy","","Is Antique starting on (UTC)",""
"Bagua Board","Spell","---","20","","7","71,000","6,000","01:40:00","11.83","24,500","4.08","368","1,840","622","336","","Wizard","17","Herbalist","13","---","","","","---","70","141","","---","---","36","---","---","---","---","","Scroll of Storms","Normal","1","Evil Eye","---","4","","420","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-28 Herbs Spent","18","Blueprint: Tarot Deck","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-7 Oils Spent","30","+10% Multicraft Chance","30","-1 Scroll of Storms Spent","30","ATK +42","30","HP +13","30","+10% Base ATK, DEF and HP","30","","190","425","85","620","","",""
"Firework Bundle","Spell","Freedom Pack","---","160","7","115,000","7,200","02:00:00","15.97","27,000","3.75","405","2,025","791","468","","Wizard","18","Herbalist","14","---","","","","---","78","155","","---","---","39","---","---","---","---","","Star Metal","---","4","---","---","","","450","90","---","---","---","---","","Fire","---","---","---","","-25% Craft Time Reduction","7","-31 Herbs Spent","18","x1.25 Value Increase","32","-16 Leather Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-8 Oils Spent","30","+10% Multicraft Chance","30","-1 Star Metal Spent","30","ATK +45","30","DEF +36","30","+10% Base ATK, DEF and HP","30","","240","535","105","675","","December 24, 2019",""
"Tale of the Unicorn","Spell","Polar Unicorn Mega Pack","---","160","7","135,000","7,200","02:00:00","18.75","27,000","3.75","405","2,025","791","430","","Wizard","18","Herbalist","14","---","","","","---","78","155","","---","---","39","---","---","---","---","","Bubble Element","Normal","1","Silk Scarab","---","4","","450","---","14","---","---","---","","Water","---","---","---","","-25% Craft Time Reduction","7","-31 Herbs Spent","18","x1.25 Value Increase","32","-16 Leather Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-1 Bubble Element Spent","30","+10% Multicraft Chance","30","-1 Silk Scarab Spent","30","ATK +45","30","HP +14","30","+10% Base ATK, DEF and HP","30","","260","580","115","675","","May 28, 2023",""
"Tarot Deck","Spell","---","30","","8","195,000","13,800","03:50:00","14.13","36,000","2.61","540","2,700","771","424","","Wizard","21","Herbalist","17","---","","","","---","---","199","","---","---","51","7","---","---","---","","Ancient Marble","---","4","Silk Scarab","---","4","","530","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-40 Herbs Spent","16","Blueprint: Grimoire Aeternum","30","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-2 Ether Spent","35","+10% Multicraft Chance","35","-1 Ancient Marble Spent","35","ATK +53","35","HP +16","35","+10% Base ATK, DEF and HP","35","","310","690","140","860","","",""
"Scroll of Fortune","Spell","Fortune Mega Pack","---","180","8","225,000","16,800","04:40:00","13.39","39,500","2.35","593","2,965","1,001","533","","Wizard","21","Herbalist","17","---","","","","---","---","214","","---","---","57","8","---","---","---","","Chronos Crystal","---","4","Living Root","---","3","","560","---","17","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-43 Herbs Spent","16","x1.25 Value Increase","30","-11 Oils Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-2 Ether Spent","35","-1 Chronos Crystal Spent","35","+10% Multicraft Chance","35","ATK +56","35","HP +17","35","+10% Base ATK, DEF and HP","35","","335","740","150","925","","July 11, 2021",""
"Rolled Up Leather","Spell","Tamas Mega Pack","---","180","8","240,000","16,800","04:40:00","14.29","39,500","2.35","593","2,965","979","582","","Wizard","21","Tailor","17","---","","","","---","210","---","","---","55","---","8","---","---","---","","Overgrown Vine","---","3","Ancient Marble","---","3","","560","112","---","---","---","---","","Earth","---","---","---","","x1.25 Value Increase","7","Quality Chance x2","16","-25% Craft Time Reduction","30","-1 Overgrown Vine Spent","45","-1 Ancient Marble Spent","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-17 Fabric Spent","35","-2 Ether Spent","35","+10% Multicraft Chance","35","ATK +56","35","DEF +45","35","+10% Base ATK, DEF and HP","35","","345","765","155","925","","September 29, 2024",""
"Grimar's Collection","Spell","Minor Artifact Chest","---","","8","480,000","20,400","05:40:00","23.53","43,000","2.11","645","3,225","1,168","604","","Wizard","22","Herbalist","18","---","","","","---","---","229","","---","---","62","10","---","---","---","","Deterioriated Book","---","1","Silk Scarab","---","4","","630","---","20","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-16 Oils Spent","16","-46 Herbs Spent","30","x1.25 Value Increase","45","Quality Chance x2","70","","-20% Herbs Spent","10","+10% Multicraft Chance","20","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","Quality Chance x2","100","","-1 Silk Scarab Spent","35","+10% Multicraft Chance","35","-3 Ether Spent","35","ATK +63","35","HP +20","35","+10% Base ATK, DEF and HP","35","","480","1,065","215","995","","",""
"Grimoire Aeternum","Spell","---","40","","9","320,000","17,400","04:50:00","18.39","46,500","2.67","698","3,490","1,224","496","","Wizard","22","Herbalist","18","---","","","","---","---","244","","---","---","67","13","---","---","---","","Thread of Fate","---","5","Silver Dust","---","4","","620","---","---","---","---","---","","Light, Dark","---","---","---","","-25% Craft Time Reduction","7","-49 Herbs Spent","18","Blueprint: Ancestral Atlas","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-3 Ether Spent","40","-1 Thread of Fate Spent","40","+10% Multicraft Chance","40","ATK +62","40","HP +19","40","+10% Base ATK, DEF and HP","40","","395","880","175","1,065","","",""
"Imperial Decree","Spell","Augustus II Mega Pack","---","200","9","425,000","21,000","05:50:00","20.24","50,500","2.4","758","3,790","1,589","666","","Wizard","23","Herbalist","19","---","","","","---","---","259","","---","---","72","16","---","---","---","","Spooky Ectoplasm","---","4","Bronze Fang","---","6","","640","128","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-52 Herbs Spent","18","x1.25 Value Increase","32","-14 Oils Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-3 Ether Spent","40","-6 Bronze Fang Spent","40","+10% Multicraft Chance","40","ATK +64","40","DEF +51","40","+10% Base ATK, DEF and HP","40","","450","1,005","200","1,140","","January 24, 2021",""
"Luxurious Tablet","Spell","Luxurious Chest","---","","9","610,000","25,200","07:00:00","24.21","54,500","2.16","818","4,090","1,847","536","","Wizard","24","Herbalist","20","---","","","","---","---","275","","---","---","77","19","---","---","---","","Golden Chunk","---","5","Ancient Marble","---","3","","670","---","---","---","---","---","","Gold","Xolotl Spirit","---","---","","-25% Craft Time Reduction","7","-55 Herbs Spent","18","x1.25 Value Increase","32","-15 Oils Spent","50","Quality Chance x2","80","","+10% Surcharge Value","10","x1.25 Value Increase","25","+20% Bonus Favor","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-4 Ether Spent","40","-2 Ancient Marble Spent","40","+10% Multicraft Chance","40","ATK +67","40","HP +21","40","+10% Base ATK, DEF and HP","40","","405","895","180","1,220","","March 4, 2021",""
"Binder of Memories","Spell","Minor Artifact Chest","---","","9","415,000","25,200","07:00:00","16.47","54,500","2.16","818","4,090","1,847","749","","Wizard","24","Priestess","20","---","","","","---","---","275","","---","---","77","19","---","---","---","","Tattered Binder","---","1","Chronos Crystal","---","3","","720","144","---","---","---","---","","---","---","---","---","","-20% Craft Time Reduction","7","-83 Herbs Spent","18","x1.25 Value Increase","32","-19 Oils Spent","50","Quality Chance x2","80","","-20% Herbs Spent","10","+10% Multicraft Chance","25","x1.25 Value Increase","45","+25% Base ATK, DEF and HP","70","Quality Chance x2","110","","-15 Oils Spent","40","-1 Chronos Crystal Spent","40","+10% Multicraft Chance","40","ATK +72","40","DEF +58","40","+10% Base ATK, DEF and HP","40","","450","995","200","1,220","","December 9, 2025",""
"Ancestral Atlas","Spell","---","55","","10","620,000","22,200","06:10:00","27.93","58,500","2.64","878","4,390","1,909","560","","Wizard","25","Herbalist","21","Priestess","18","","","---","---","290","","---","---","82","22","---","---","---","","Bagua Board","Normal","1","Precious Shell","---","4","","700","---","---","---","---","---","","---","---","---","---","","-20% Craft Time Reduction","7","-58 Herbs Spent","18","Blueprint: Celestial Choir","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-4 Ether Spent","45","+10% Multicraft Chance","45","-1 Bagua Board Spent","45","ATK +70","45","HP +22","45","+10% Base ATK, DEF and HP","45","","815","1,810","360","2,335","","",""
"Prayer Book","Spell","Mystic Duo Mega Pack","---","250","10","655,000","25,200","07:00:00","25.99","58,500","2.32","878","4,390","2,128","728","","Wizard","25","Herbalist","21","Priestess","18","","","---","---","290","","---","---","82","22","---","---","---","","Crystal Lullaby","---","4","Silk Scarab","---","2","","700","140","---","---","---","---","","Light","---","---","---","","-20% Craft Time Reduction","7","-58 Herbs Spent","18","x1.25 Value Increase","32","-16 Oils Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-4 Ether Spent","45","-1 Crystal Lullaby Spent","45","+10% Multicraft Chance","45","ATK +70","45","DEF +56","45","+10% Base ATK, DEF and HP","45","","835","1,855","370","2,335","","April 6, 2021",""
"Curse of the Night","Spell","Content Pass: Halloween 2022","---","250","10","675,000","29,400","08:10:00","22.96","63,000","2.14","945","4,725","2,451","759","","Wizard","25","Herbalist","21","Priestess","18","","","---","---","306","","---","---","87","25","---","---","---","","Spooky Ectoplasm","---","6","Webbed Wing","---","4","","730","146","---","---","---","---","","Dark","---","---","---","","-20% Craft Time Reduction","6","-61 Herbs Spent","16","-1 Spooky Ectoplasm Spent","28","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-26 Oils Spent","45","-1 Spooky Ectoplasm Spent","45","+10% Multicraft Chance","45","ATK +73","45","DEF +58","45","+10% Base ATK, DEF and HP","45","","850","1,885","375","2,480","","April 8, 2023",""
"Druidic Grimoire","Spell","Celtic Superior Offer","---","250","10","705,000","27,000","07:30:00","26.11","63,000","2.33","945","4,725","2,451","699","","Wizard","25","Herbalist","21","Priestess","18","","","---","---","306","","---","---","87","25","---","---","---","","Noble Ring","Superior","2","Crystal Lullaby","---","3","","730","---","23","---","---","---","","Earth","---","---","---","","-20% Craft Time Reduction","6","-61 Herbs Spent","16","x1.25 Value Increase","28","-17 Oils Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","-2 Noble Ring Spent","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-5 Ether Spent","45","+10% Multicraft Chance","45","Component Quality Reduced","45","ATK +73","45","HP +23","45","+10% Base ATK, DEF and HP","45","","865","1,925","385","2,480","","September 6, 2021",""
"Curious Abacus","Spell","Back to School 2026 Mega Pack","---","250","10","715,000","29,400","08:10:00","24.32","63,000","2.14","945","4,725","2,396","876","","Wizard","25","Herbalist","21","Priestess","18","","300","---","---","---","85","---","---","---","25","---","---","---","","Crystal Lullaby","---","4","Spooky Ectoplasm","---","2","","730","---","---","0.05","---","---","","---","Scholar Spirit","---","---","","-20% Craft Time Reduction","6","-17 Steel Spent","16","x1.25 Value Increase","28","-60 Iron Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-5 Ether Spent","45","+10% Multicraft Chance","45","-1 Crystal Lullaby Spent","45","ATK +73","45","EVA +2%","45","+10% Base ATK, DEF and HP","45","","870","1,935","385","2,480","","March 7, 2027",""
"Celestial Choir","Spell","---","85","","11","1,400,000","42,000","11:40:00","33.33","110,000","2.62","1,650","8,250","2,889","728","","Wizard","27","Herbalist","23","Priestess","20","","","---","---","338","","---","---","98","31","---","---","---","","Sigil of Spark","---","1","Zirconia Eggshell","---","4","","910","---","---","---","---","---","","Light","---","---","---","","-20% Craft Time Reduction","6","-68 Herbs Spent","16","Blueprint: The Bound Beast","28","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-6 Ether Spent","60","+10% Multicraft Chance","60","-1 Zirconia Eggshell Spent","60","ATK +91","60","HP +28","60","+10% Base ATK, DEF and HP","60","","1,045","2,320","465","2,790","","",""
"Phoenix Litany","Spell","Bleak Chest","---","","11","1,600,000","42,000","11:40:00","38.1","110,000","2.62","1,650","8,250","3,218","786","","Wizard","27","Herbalist","23","Priestess","20","","","---","---","338","","---","---","98","31","---","---","---","","Sigil of Spark","---","1","Precious Shell","---","5","","982","---","---","---","---","---","","---","Phoenix Immortality","Blaze Element","---","","-25% Craft Time Reduction","6","x1.25 Value Increase","16","-68 Herbs Spent","28","-20 Oils Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-6 Ether Spent","60","+10% Multicraft Chance","60","-2 Precious Shell Spent","60","ATK +91","60","HP +28","60","+10% Base ATK, DEF and HP","60","","1,095","2,435","485","2,790","","",""
"Sealed Declaration","Spell","Liberty Superior Pack","---","300","11","1,600,000","49,800","13:50:00","32.13","115,000","2.31","1,725","8,625","3,047","910","","Wizard","27","Herbalist","23","Priestess","20","","","---","300","---","","---","90","---","34","---","---","---","","Sigil of Spark","---","1","Thread of Fate","---","5","","950","---","30","---","---","---","","---","---","---","---","","-20% Craft Time Reduction","6","-60 Leather Spent","16","x1.25 Value Increase","28","-18 Fabric Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-10 Ether Spent","60","+10% Multicraft Chance","60","-2 Thread of Fate Spent","60","ATK +95","60","HP +29","60","+10% Base ATK, DEF and HP","60","","1,110","2,470","495","2,950","","December 27, 2021",""
